DESC (0)|NTACODE (1)|NTANAME (2)|***HOUSING OCCUPANCY (3)|TOTAL HOUSING UNITS (4)|   OCCUPIED HOUSING UNITS (5)|   VACANT HOUSING UNITS (6)|***UNITS IN STRUCTURE (7)|TOTAL HOUSING UNITS (8)|   1-UNIT, DETACHED (9)|   1-UNIT, ATTACHED (10)|   2 UNITS (11)|   3 OR 4 UNITS (12)|   5 TO 9 UNITS (13)|   10 TO 19 UNITS (14)|   20 OR MORE UNITS (15)|   MOBILE HOME (16)|   BOAT, RV, VAN, ETC. (17)|***YEAR STRUCTURE BUILT (18)|TOTAL HOUSING UNITS (19)|   BUILT 2010 OR LATER (20)|   BUILT 2000 TO 2009 (21)|   BUILT 1990 TO 1999 (22)|   BUILT 1980 TO 1989 (23)|   BUILT 1970 TO 1979 (24)|   BUILT 1960 TO 1969 (25)|   BUILT 1950 TO 1959 (26)|   BUILT 1940 TO 1949 (27)|   BUILT 1939 OR EARLIER (28)|***ROOMS (29)|TOTAL HOUSING UNITS (30)|   1 ROOM (31)|   2 ROOMS (32)|   3 ROOMS (33)|   4 ROOMS (34)|   5 ROOMS (35)|   6 ROOMS (36)|   7 ROOMS (37)|   8 ROOMS (38)|   9 ROOMS OR MORE (39)|***BEDROOMS (40)|TOTAL HOUSING UNITS (41)|   NO BEDROOM (42)|   1 BEDROOM (43)|   2 BEDROOMS (44)|   3 BEDROOMS (45)|   4 BEDROOMS (46)|   5 OR MORE BEDROOMS (47)|***HOUSING TENURE (48)|OCCUPIED HOUSING UNITS (49)|   OWNER-OCCUPIED (50)|   RENTER-OCCUPIED (51)|***YEAR HOUSEHOLDER MOVED INTO UNIT (52)|OCCUPIED HOUSING UNITS (53)|   MOVED IN 2010 OR LATER (54)|   MOVED IN 2000 TO 2009 (55)|   MOVED IN 1990 TO 1999 (56)|   MOVED IN 1980 TO 1989 (57)|   MOVED IN 1970 TO 1979 (58)|   MOVED IN 1969 OR EARLIER (59)|***VEHICLES AVAILABLE (60)|OCCUPIED HOUSING UNITS (61)|   NO VEHICLES AVAILABLE (62)|   1 VEHICLE AVAILABLE (63)|   2 VEHICLES AVAILABLE (64)|   3 OR MORE VEHICLES AVAILABLE (65)|***HOUSE HEATING FUEL  (66)|OCCUPIED HOUSING UNITS (67)|   UTILITY GAS (68)|   BOTTLED, TANK, OR LP GAS (69)|   ELECTRICITY (70)|   FUEL OIL, KEROSENE, ETC. (71)|   COAL OR COKE (72)|   WOOD (73)|   SOLAR ENERGY (74)|   OTHER FUEL (75)|   NO FUEL USED (76)|***SELECTED CHARACTERISTICS (77)|OCCUPIED HOUSING UNITS (78)|   LACKING COMPLETE PLUMBING FACILITIES (79)|   LACKING COMPLETE KITCHEN FACILITIES (80)|   NO TELEPHONE SERVICE AVAILABLE (81)|***OCCUPANTS PER ROOM (82)|OCCUPIED HOUSING UNITS (83)|   1.00 OR LESS (84)|   1.01 TO 1.50 (85)|   1.51 OR MORE (86)|***VALUE (87)| OWNER-OCCUPIED UNITS (88)|   LESS THAN $50,000 (89)|   $50,000 TO $99,999 (90)|   $100,000 TO $149,999 (91)|   $150,000 TO $199,999 (92)|   $200,000 TO $299,999 (93)|   $300,000 TO $499,999 (94)|   $500,000 TO $999,999 (95)|   $1,000,000 OR MORE (96)|***MORTGAGE STATUS (97)|OWNER-OCCUPIED UNITS (98)|   HOUSING UNITS WITH A MORTGAGE (99)|   HOUSING UNITS WITHOUT A MORTGAGE (100)|***SELECTED MONTHLY OWNER COSTS (SMOC) (101)|HOUSING UNITS WITH A MORTGAGE (102)|   LESS THAN $300 (103)|   $300 TO $499 (104)|   $500 TO $699 (105)|   $700 TO $999 (106)|   $1,000 TO $1,499 (107)|   $1,500 TO $1,999 (108)|   $2,000 OR MORE (109)|   HOUSING UNITS WITHOUT A MORTGAGE (110)|   LESS THAN $100 (111)|   $100 TO $199 (112)|   $200 TO $299 (113)|   $300 TO $399 (114)|   $400 OR MORE (115)|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI) (116)|HOUSING UNITS WITH A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (117)|   LESS THAN 20.0 PERCENT (118)|   20.0 TO 24.9 PERCENT (119)|   25.0 TO 29.9 PERCENT (120)|   30.0 TO 34.9 PERCENT (121)|   35.0 PERCENT OR MORE (122)|   NOT COMPUTED (123)|HOUSING UNIT WITHOUT A MORTGAGE (EXCL. UNITS WHERE SMOCAPI CAN'T BE CMPTD) (124)|   LESS THAN 10.0 PERCENT (125)|   10.0 TO 14.9 PERCENT (126)|   15.0 TO 19.9 PERCENT (127)|   20.0 TO 24.9 PERCENT (128)|   25.0 TO 29.9 PERCENT (129)|   30.0 TO 34.9 PERCENT (130)|   35.0 PERCENT OR MORE (131)|   NOT COMPUTED (132)|***GROSS RENT (133)|OCCUPIED UNITS PAYING RENT (134)|   LESS THAN $200 (135)|   $200 TO $299 (136)|   $300 TO $499 (137)|   $500 TO $749 (138)|   $750 TO $999 (139)|   $1,000 TO $1,499 (140)|   $1,500 OR MORE (141)|   NO RENT PAID (142)|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) (143)|OCCUPIED UNITS PAYING RENT (EXCL. UNITS WHERE GRAPI CAN'T BE COMPUTED) (144)|   LESS THAN 15.0 PERCENT (145)|   15.0 TO 19.9 PERCENT (146)|   20.0 TO 24.9 PERCENT (147)|   25.0 TO 29.9 PERCENT (148)|   30.0 TO 34.9 PERCENT (149)|   35.0 PERCENT OR MORE (150)|   NOT COMPUTED (151)
DATA|QN01|South Jamaica|***HOUSING OCCUPANCY|13,399|11,627|1,772|***UNITS IN STRUCTURE|13,399|4,361|1,071|4,085|1,513|354|297|1,718|0|0|***YEAR STRUCTURE BUILT|13,399|0|1,533|1,147|745|537|1,145|2,327|2,123|3,842|***ROOMS|13,399|398|297|1,663|2,694|3,443|2,421|1,281|493|709|***BEDROOMS|13,399|429|1,940|3,842|5,268|1,306|614|***HOUSING TENURE|11,627|5,189|6,438|***YEAR HOUSEHOLDER MOVED INTO UNIT|11,627|1,143|6,215|2,042|928|575|724|***VEHICLES AVAILABLE|11,627|5,024|4,070|1,845|688|***HOUSE HEATING FUEL |11,627|8,529|109|881|1,998|0|0|0|41|69|***SELECTED CHARACTERISTICS|11,627|225|480|707|***OCCUPANTS PER ROOM|11,627|10,663|799|165|***VALUE|5,189|138|200|115|94|707|2,961|953|21|***MORTGAGE STATUS|5,189|3,797|1,392|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,797|0|4|18|160|338|785|2,492|1,392|12|5|48|138|1,189|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,782|720|398|271|380|2,013|15|1,387|368|289|153|83|144|72|278|5|***GROSS RENT|6,311|304|586|554|734|740|1,716|1,677|127|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|6,154|572|541|779|532|533|3,197|284
DATA|QN02|Springfield Gardens North|***HOUSING OCCUPANCY|10,512|9,939|573|***UNITS IN STRUCTURE|10,512|1,669|245|2,199|489|63|197|5,570|15|65|***YEAR STRUCTURE BUILT|10,512|0|589|290|424|596|4,586|2,101|768|1,158|***ROOMS|10,512|253|181|2,184|2,499|2,658|1,648|403|237|449|***BEDROOMS|10,512|274|2,679|3,113|3,477|619|350|***HOUSING TENURE|9,939|3,074|6,865|***YEAR HOUSEHOLDER MOVED INTO UNIT|9,939|395|4,004|2,064|1,309|1,473|694|***VEHICLES AVAILABLE|9,939|3,028|4,658|1,850|403|***HOUSE HEATING FUEL |9,939|6,456|76|1,121|1,438|0|0|0|728|120|***SELECTED CHARACTERISTICS|9,939|0|95|97|***OCCUPANTS PER ROOM|9,939|9,309|481|149|***VALUE|3,074|240|184|25|67|201|1,609|713|35|***MORTGAGE STATUS|3,074|2,039|1,035|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,039|0|0|73|44|178|269|1,475|1,035|195|48|18|56|718|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,026|220|248|278|294|986|13|1,035|432|139|86|88|94|14|182|0|***GROSS RENT|6,780|51|88|120|1,017|2,373|2,318|813|85|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|6,664|1,196|1,074|598|1,083|556|2,157|201
DATA|QN07|Hollis|***HOUSING OCCUPANCY|6,843|6,273|570|***UNITS IN STRUCTURE|6,843|3,177|290|1,383|445|89|231|1,228|0|0|***YEAR STRUCTURE BUILT|6,843|0|156|111|159|188|584|1,192|1,179|3,274|***ROOMS|6,843|389|144|878|1,074|914|1,393|937|479|635|***BEDROOMS|6,843|460|1,067|1,433|2,372|999|512|***HOUSING TENURE|6,273|3,605|2,668|***YEAR HOUSEHOLDER MOVED INTO UNIT|6,273|308|2,919|1,447|732|384|483|***VEHICLES AVAILABLE|6,273|1,800|2,304|1,593|576|***HOUSE HEATING FUEL |6,273|4,316|99|313|1,488|0|43|0|14|0|***SELECTED CHARACTERISTICS|6,273|97|259|279|***OCCUPANTS PER ROOM|6,273|5,836|355|82|***VALUE|3,605|64|89|75|69|123|2,234|919|32|***MORTGAGE STATUS|3,605|2,739|866|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,739|0|0|3|39|355|368|1,974|866|0|3|0|34|829|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,718|436|328|275|323|1,356|21|863|281|156|109|50|21|42|204|3|***GROSS RENT|2,604|32|34|53|207|503|1,291|484|64|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|2,493|159|294|183|347|150|1,360|175
DATA|QN08|St. Albans|***HOUSING OCCUPANCY|16,666|15,308|1,358|***UNITS IN STRUCTURE|16,666|8,713|3,100|3,957|520|88|80|142|52|14|***YEAR STRUCTURE BUILT|16,666|0|830|178|347|410|1,679|3,815|3,643|5,764|***ROOMS|16,666|164|142|1,026|1,838|3,509|4,451|2,543|1,474|1,519|***BEDROOMS|16,666|192|1,312|3,304|8,174|2,699|985|***HOUSING TENURE|15,308|11,404|3,904|***YEAR HOUSEHOLDER MOVED INTO UNIT|15,308|892|6,480|2,830|1,747|1,445|1,914|***VEHICLES AVAILABLE|15,308|3,262|6,177|4,311|1,558|***HOUSE HEATING FUEL |15,308|12,062|179|338|2,621|5|0|0|83|20|***SELECTED CHARACTERISTICS|15,308|495|898|1,149|***OCCUPANTS PER ROOM|15,308|14,655|487|166|***VALUE|11,404|224|111|52|152|1,311|7,742|1,739|73|***MORTGAGE STATUS|11,404|8,490|2,914|***SELECTED MONTHLY OWNER COSTS (SMOC)|8,490|0|0|74|148|600|1,340|6,328|2,914|13|0|67|219|2,615|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|8,414|1,473|829|921|808|4,383|76|2,914|991|593|338|182|170|161|479|0|***GROSS RENT|3,740|36|47|75|370|647|1,538|1,027|164|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|3,717|349|477|415|412|341|1,723|187
DATA|QN61|Jamaica|***HOUSING OCCUPANCY|16,704|15,700|1,004|***UNITS IN STRUCTURE|16,704|2,331|771|3,561|1,333|602|493|7,566|0|47|***YEAR STRUCTURE BUILT|16,704|130|753|535|400|896|1,920|3,132|3,130|5,808|***ROOMS|16,704|1,855|776|3,698|4,099|2,728|1,945|675|321|607|***BEDROOMS|16,704|1,964|5,676|4,370|3,367|928|399|***HOUSING TENURE|15,700|4,454|11,246|***YEAR HOUSEHOLDER MOVED INTO UNIT|15,700|1,640|7,909|3,118|1,815|959|259|***VEHICLES AVAILABLE|15,700|8,682|5,009|1,638|371|***HOUSE HEATING FUEL |15,700|12,259|166|560|2,440|0|0|0|154|121|***SELECTED CHARACTERISTICS|15,700|1,281|1,979|1,972|***OCCUPANTS PER ROOM|15,700|12,732|1,621|1,347|***VALUE|4,454|53|258|171|205|520|2,008|1,213|26|***MORTGAGE STATUS|4,454|2,937|1,517|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,937|0|36|75|100|266|636|1,824|1,517|49|18|72|38|1,340|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,872|560|280|210|204|1,618|65|1,508|329|319|190|128|79|73|390|9|***GROSS RENT|11,036|27|345|377|668|1,780|5,956|1,883|210|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|10,800|990|938|808|851|917|6,296|446
DATA|QN76|Baisley Park|***HOUSING OCCUPANCY|11,643|10,364|1,279|***UNITS IN STRUCTURE|11,643|5,179|1,348|3,362|549|123|18|1,056|8|0|***YEAR STRUCTURE BUILT|11,643|0|731|703|435|546|2,109|1,454|1,709|3,956|***ROOMS|11,643|106|92|637|2,309|3,779|2,496|1,043|429|752|***BEDROOMS|11,643|106|682|3,702|5,408|1,102|643|***HOUSING TENURE|10,364|6,396|3,968|***YEAR HOUSEHOLDER MOVED INTO UNIT|10,364|633|4,738|2,081|1,122|674|1,116|***VEHICLES AVAILABLE|10,364|3,104|4,019|2,587|654|***HOUSE HEATING FUEL |10,364|7,981|222|516|1,586|0|0|0|31|28|***SELECTED CHARACTERISTICS|10,364|94|197|235|***OCCUPANTS PER ROOM|10,364|9,613|617|134|***VALUE|6,396|147|226|27|210|964|3,756|1,023|43|***MORTGAGE STATUS|6,396|5,109|1,287|***SELECTED MONTHLY OWNER COSTS (SMOC)|5,109|0|0|44|159|460|1,034|3,412|1,287|36|22|13|63|1,153|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|5,086|798|653|374|667|2,594|23|1,281|336|210|164|132|71|74|294|6|***GROSS RENT|3,791|29|159|280|464|444|1,200|1,215|177|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|3,719|498|397|346|419|263|1,796|249
DATA|QN03|Springfield Gardens South-Brookville|***HOUSING OCCUPANCY|6,040|5,553|487|***UNITS IN STRUCTURE|6,040|2,353|629|2,605|309|30|55|43|16|0|***YEAR STRUCTURE BUILT|6,040|32|578|589|421|392|908|1,361|888|871|***ROOMS|6,040|78|10|101|808|2,290|1,406|519|326|502|***BEDROOMS|6,040|78|133|1,156|3,579|672|422|***HOUSING TENURE|5,553|3,780|1,773|***YEAR HOUSEHOLDER MOVED INTO UNIT|5,553|271|2,843|1,061|465|629|284|***VEHICLES AVAILABLE|5,553|775|2,434|1,770|574|***HOUSE HEATING FUEL |5,553|4,782|44|158|569|0|0|0|0|0|***SELECTED CHARACTERISTICS|5,553|0|3|54|***OCCUPANTS PER ROOM|5,553|5,254|236|63|***VALUE|3,780|43|33|47|94|231|2,168|1,119|45|***MORTGAGE STATUS|3,780|3,089|691|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,089|0|0|30|42|209|484|2,324|691|0|0|27|14|650|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,072|478|214|323|275|1,782|17|676|292|109|66|46|47|36|80|15|***GROSS RENT|1,705|10|16|0|31|56|365|1,227|68|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|1,680|111|234|239|161|273|662|93
DATA|QN05|Rosedale|***HOUSING OCCUPANCY|8,177|7,896|281|***UNITS IN STRUCTURE|8,177|3,582|825|3,164|590|0|0|0|16|0|***YEAR STRUCTURE BUILT|8,177|0|612|285|267|293|1,700|2,245|1,103|1,672|***ROOMS|8,177|119|51|518|935|1,963|2,223|1,028|466|874|***BEDROOMS|8,177|119|474|1,474|4,087|1,445|578|***HOUSING TENURE|7,896|5,448|2,448|***YEAR HOUSEHOLDER MOVED INTO UNIT|7,896|601|3,071|2,589|1,055|264|316|***VEHICLES AVAILABLE|7,896|899|3,283|2,658|1,056|***HOUSE HEATING FUEL |7,896|6,778|47|198|837|0|0|8|10|18|***SELECTED CHARACTERISTICS|7,896|26|73|41|***OCCUPANTS PER ROOM|7,896|7,311|530|55|***VALUE|5,448|138|79|27|9|183|3,492|1,520|0|***MORTGAGE STATUS|5,448|4,493|955|***SELECTED MONTHLY OWNER COSTS (SMOC)|4,493|0|0|31|88|269|551|3,554|955|0|0|29|10|916|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|4,489|785|734|567|532|1,871|4|944|334|113|164|80|36|56|161|11|***GROSS RENT|2,433|0|0|0|68|135|730|1,500|15|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|2,433|293|155|271|478|197|1,039|15
DATA|QN33|Cambria Heights|***HOUSING OCCUPANCY|6,598|6,337|261|***UNITS IN STRUCTURE|6,598|4,344|1,049|863|255|17|0|65|5|0|***YEAR STRUCTURE BUILT|6,598|2|36|63|122|101|385|1,726|2,335|1,828|***ROOMS|6,598|60|64|275|653|999|1,675|1,428|721|723|***BEDROOMS|6,598|60|403|1,313|2,655|1,694|473|***HOUSING TENURE|6,337|5,309|1,028|***YEAR HOUSEHOLDER MOVED INTO UNIT|6,337|184|2,147|1,254|893|1,246|613|***VEHICLES AVAILABLE|6,337|713|2,647|2,320|657|***HOUSE HEATING FUEL |6,337|5,116|32|107|1,049|0|5|0|28|0|***SELECTED CHARACTERISTICS|6,337|6|20|39|***OCCUPANTS PER ROOM|6,337|6,166|106|65|***VALUE|5,309|156|230|50|30|324|3,966|553|0|***MORTGAGE STATUS|5,309|3,939|1,370|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,939|6|7|53|130|386|671|2,686|1,370|0|0|33|52|1,285|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,935|1,109|446|489|335|1,556|4|1,370|381|250|180|203|49|18|289|0|***GROSS RENT|988|0|0|0|124|180|395|289|40|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|988|165|74|128|127|131|363|40
DATA|QN34|Queens Village|***HOUSING OCCUPANCY|16,826|16,048|778|***UNITS IN STRUCTURE|16,826|9,813|1,584|3,574|790|218|149|678|20|0|***YEAR STRUCTURE BUILT|16,826|19|335|146|191|366|1,094|3,035|3,451|8,189|***ROOMS|16,826|226|166|1,856|2,282|2,361|4,576|2,375|1,514|1,470|***BEDROOMS|16,826|286|1,921|3,376|7,797|2,510|936|***HOUSING TENURE|16,048|10,761|5,287|***YEAR HOUSEHOLDER MOVED INTO UNIT|16,048|912|7,133|3,488|2,143|1,505|867|***VEHICLES AVAILABLE|16,048|2,754|6,281|4,774|2,239|***HOUSE HEATING FUEL |16,048|12,082|147|310|3,473|0|0|5|31|0|***SELECTED CHARACTERISTICS|16,048|176|262|595|***OCCUPANTS PER ROOM|16,048|15,075|743|230|***VALUE|10,761|153|82|45|112|540|7,663|2,119|47|***MORTGAGE STATUS|10,761|8,387|2,374|***SELECTED MONTHLY OWNER COSTS (SMOC)|8,387|0|14|36|107|723|1,001|6,506|2,374|0|10|10|48|2,306|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|8,340|1,646|948|948|863|3,935|47|2,356|633|456|310|238|132|137|450|18|***GROSS RENT|4,971|0|0|30|327|777|2,317|1,520|316|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|4,877|438|428|732|445|546|2,288|410
DATA|QN43|Bellerose|***HOUSING OCCUPANCY|8,908|8,110|798|***UNITS IN STRUCTURE|8,908|4,373|778|2,731|527|125|71|303|0|0|***YEAR STRUCTURE BUILT|8,908|0|316|99|165|375|690|2,614|2,330|2,319|***ROOMS|8,908|55|89|812|1,506|1,885|2,059|1,378|698|426|***BEDROOMS|8,908|55|1,196|2,747|3,475|1,162|273|***HOUSING TENURE|8,110|5,855|2,255|***YEAR HOUSEHOLDER MOVED INTO UNIT|8,110|521|3,689|1,876|629|554|841|***VEHICLES AVAILABLE|8,110|801|3,184|3,135|990|***HOUSE HEATING FUEL |8,110|5,654|105|255|2,096|0|0|0|0|0|***SELECTED CHARACTERISTICS|8,110|73|90|175|***OCCUPANTS PER ROOM|8,110|7,876|172|62|***VALUE|5,855|83|141|174|488|393|2,158|2,374|44|***MORTGAGE STATUS|5,855|3,755|2,100|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,755|0|9|148|121|492|653|2,332|2,100|50|27|176|50|1,797|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,706|929|589|404|343|1,441|49|2,072|816|478|240|118|73|100|247|28|***GROSS RENT|2,113|7|36|30|107|253|946|734|142|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|2,082|356|242|396|129|188|771|173
DATA|QN44|Glen Oaks-Floral Park-New Hyde Park|***HOUSING OCCUPANCY|9,944|9,167|777|***UNITS IN STRUCTURE|9,944|3,887|225|2,588|476|155|99|2,477|37|0|***YEAR STRUCTURE BUILT|9,944|7|107|59|260|1,680|1,117|3,696|2,248|770|***ROOMS|9,944|39|83|2,169|2,393|1,840|1,214|1,221|470|515|***BEDROOMS|9,944|74|2,921|2,997|2,237|1,339|376|***HOUSING TENURE|9,167|7,068|2,099|***YEAR HOUSEHOLDER MOVED INTO UNIT|9,167|376|3,837|2,168|1,172|724|890|***VEHICLES AVAILABLE|9,167|1,099|4,364|2,839|865|***HOUSE HEATING FUEL |9,167|4,976|88|870|3,099|12|5|0|95|22|***SELECTED CHARACTERISTICS|9,167|33|9|84|***OCCUPANTS PER ROOM|9,167|9,020|140|7|***VALUE|7,068|77|129|162|690|1,203|2,099|2,628|80|***MORTGAGE STATUS|7,068|3,587|3,481|***SELECTED MONTHLY OWNER COSTS (SMOC)|3,587|0|103|133|309|610|602|1,830|3,481|264|127|302|229|2,559|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|3,587|1,224|560|385|231|1,187|0|3,413|1,370|491|377|211|189|109|666|68|***GROSS RENT|2,025|0|14|10|254|188|977|582|74|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|1,986|391|223|174|197|216|785|113
DATA|QN66|Laurelton|***HOUSING OCCUPANCY|8,501|7,891|610|***UNITS IN STRUCTURE|8,501|4,746|1,258|2,018|341|27|9|90|12|0|***YEAR STRUCTURE BUILT|8,501|0|158|172|128|378|695|2,112|2,432|2,426|***ROOMS|8,501|59|42|509|1,139|1,346|2,481|1,177|713|1,035|***BEDROOMS|8,501|61|648|1,627|4,187|1,303|675|***HOUSING TENURE|7,891|6,412|1,479|***YEAR HOUSEHOLDER MOVED INTO UNIT|7,891|472|2,897|1,624|963|1,393|542|***VEHICLES AVAILABLE|7,891|1,097|3,157|2,480|1,157|***HOUSE HEATING FUEL |7,891|6,105|38|210|1,505|15|0|0|5|13|***SELECTED CHARACTERISTICS|7,891|7|56|186|***OCCUPANTS PER ROOM|7,891|7,566|275|50|***VALUE|6,412|159|157|224|95|478|4,240|996|63|***MORTGAGE STATUS|6,412|4,889|1,523|***SELECTED MONTHLY OWNER COSTS (SMOC)|4,889|0|5|63|251|386|796|3,388|1,523|16|5|0|75|1,427|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|4,872|988|691|600|405|2,188|17|1,504|356|340|244|77|51|129|307|19|***GROSS RENT|1,363|16|12|9|72|143|607|504|116|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|1,341|109|100|208|170|143|611|138
DATA|QN10|Breezy Pnt-Belle Harbor-Rockaway Pk-Broad Channel|***HOUSING OCCUPANCY|13,785|11,319|2,466|***UNITS IN STRUCTURE|13,785|7,009|560|1,559|826|415|295|3,111|10|0|***YEAR STRUCTURE BUILT|13,785|43|1,169|737|847|702|2,744|1,547|1,388|4,608|***ROOMS|13,785|818|676|1,827|2,458|2,433|2,127|1,218|689|1,539|***BEDROOMS|13,785|927|2,373|3,968|4,353|1,410|754|***HOUSING TENURE|11,319|7,250|4,069|***YEAR HOUSEHOLDER MOVED INTO UNIT|11,319|621|5,387|2,564|996|879|872|***VEHICLES AVAILABLE|11,319|2,245|4,843|3,248|983|***HOUSE HEATING FUEL |11,319|8,012|168|528|2,408|8|31|23|46|95|***SELECTED CHARACTERISTICS|11,319|171|168|516|***OCCUPANTS PER ROOM|11,319|10,991|235|93|***VALUE|7,250|274|39|61|40|503|1,742|4,188|403|***MORTGAGE STATUS|7,250|4,153|3,097|***SELECTED MONTHLY OWNER COSTS (SMOC)|4,153|0|9|23|91|347|675|3,008|3,097|204|43|138|185|2,527|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|4,153|1,137|666|392|351|1,607|0|3,066|1,227|477|362|167|167|114|552|31|***GROSS RENT|3,833|59|49|63|363|750|1,591|958|236|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|3,763|613|392|454|347|503|1,454|306
DATA|QN12|Hammels-Arverne-Edgemere|***HOUSING OCCUPANCY|13,838|12,157|1,681|***UNITS IN STRUCTURE|13,838|1,140|1,177|2,611|913|495|430|7,062|0|10|***YEAR STRUCTURE BUILT|13,838|5|2,389|434|411|2,249|3,790|1,962|809|1,789|***ROOMS|13,838|582|551|2,708|3,931|3,603|1,151|480|432|400|***BEDROOMS|13,838|663|3,153|4,675|4,377|593|377|***HOUSING TENURE|12,157|3,871|8,286|***YEAR HOUSEHOLDER MOVED INTO UNIT|12,157|1,047|6,708|2,117|773|1,183|329|***VEHICLES AVAILABLE|12,157|5,935|4,407|1,528|287|***HOUSE HEATING FUEL |12,157|7,633|185|1,433|2,338|23|0|11|176|358|***SELECTED CHARACTERISTICS|12,157|143|0|1,104|***OCCUPANTS PER ROOM|12,157|11,124|784|249|***VALUE|3,871|796|32|76|150|402|1,772|595|48|***MORTGAGE STATUS|3,871|2,340|1,531|***SELECTED MONTHLY OWNER COSTS (SMOC)|2,340|8|0|0|19|306|536|1,471|1,531|541|59|107|74|750|***SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME (SMOCAPI)|2,306|486|431|143|197|1,049|34|1,531|844|165|139|91|38|37|217|0|***GROSS RENT|8,233|229|932|1,034|2,130|1,368|1,557|983|53|***GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI)|7,942|1,240|955|804|919|747|3,277|344
